name,sku_code,studio_price,main_image,angle_images,publish,is_best_seller,is_featured_product,small_desc,long_desc,highlights,services,specifications,brand_color,size,category,sub_category,ideal_for,brand,type,inventory,sleeve,neck_front,neck_back,opening,fit,style,weave_type,pattern,embellished,embroidered,occasion,age_group,seller,designer,warranty,fabric/material,fabric_care/care,ean_upc,vat,measuring_unit,dimension_unit,package_length,package_width,package_height,package_weight,pack_of,sales_package,meta_desc,meta_keywords,disclaimer,is_rent,is_sell,categories_id
Gold finish borla with stones,BO50ON,1500,BO50ON - 1500 (6).jpg,"BO50ON - 1500 (2).jpg, BO50ON - 1500 (8).jpg, BO50ON - 1500 (4).jpg",1,,,,Beautifully crafted round borla in gold coin design and crescent moon shaped drop. Look ethnic with these gold beaded strings,,,,Gold,,Jewellery,Borla,Women,Sri Shringarr Fashion Studio,,7,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Kundan and pearl set in copper alloy,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,cm,inch,3.5,4,1.5,,1,,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,30
Gold finish borla with stones,BO53ON,1100,BO53ON - 1100 (8).jpg,"BO53ON - 1100 (2).jpg, BO53ON - 1100 (6).jpg, BO53ON - 1100 (4).jpg",1,,,,Gorgeous gold finish borla with crescent moon shaped drop encrusted with stones and gold drop. Look ethnic with gold beaded strings.,,,,Gold,,Jewellery,Borla,Women,Sri Shringarr Fashion Studio,,5,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Kundan and pearl set in copper alloy,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,cm,inch,3.5,4,1.5,,1,,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,30
Gold finish borla with stones,BO55ON,1100,BO55ON - 1100 (6).jpg,"BO55ON - 1100 (2).jpg, BO55ON - 1100 (8).jpg, BO55ON - 1100 (4).jpg",1,,,,Gorgeous kundan and gold finished round borla with a crescent moon drop. Look tradional with these pearl and gold strings,,,,Gold,,Jewellery,Borla,Women,Sri Shringarr Fashion Studio,,11,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Kundan and pearl set in copper alloy,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,cm,inch,3.5,4,1.5,,1,,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,30
Gold finish borla with stones,BO58AON,1300,BO58AON - 1300 (4).jpg,"BO58AON - 1300 (2).jpg, BO58AON - 1300 (6).jpg, BO58AON - 1300 (8).jpg",1,,,,Beautifully designed gold round borla with crescent moon shaped drop encrusted with stones. Look ethnic with these gold beaded strings.,,,,Gold,,Jewellery,Borla,Women,Sri Shringarr Fashion Studio,,5,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Kundan and pearl set in copper alloy,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,cm,inch,3.5,4,1.5,,1,,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,30
Gold finish borla with stones,BO58ON,1300,BO58ON - 1300 (8).jpg,"BO58ON - 1300 (2).jpg, BO58ON - 1300 (6).jpg, BO58ON - 1300 (4).jpg",1,,,,Beautifully designed gold round borla with crescent moon shaped drop encrusted with stones. Look ethnic with these gold beaded strings.,,,,Gold,,Jewellery,Borla,Women,Sri Shringarr Fashion Studio,,6,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Kundan and pearl set in copper alloy,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,cm,inch,3.5,4,1.5,,1,,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,30
Vilandi kundan and gold finish borla,BO71ON,1000,BO71ON - 1000 (6).jpg,"BO71ON - 1000 (2).jpg, BO71ON - 1000 (8).jpg, BO71ON - 1000 (4).jpg",1,,,,Beautiful gold finished round borla encrusted with stones and vilandi kundan drop. Look traditional with these gold bead strings.,,,,"Gold, white pearl, rhodium pink",,Jewellery,Borla,Women,Sri Shringarr Fashion Studio,,2,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Kundan set in copper alloy,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,cm,inch,3.5,4,1.5,,1,,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,30
Kundan and gold finish borla,BO73ON,1000,BO73ON - 1000 (6).jpg,"BO73ON - 1000 (2).jpg, BO73ON - 1000 (8).jpg, BO73ON - 1000 (4).jpg",1,,,,Exquisite ethnic gold finish round borla with crescent moon shape drop encrusted with stones. Look traditional with these gold strings.,,,,"Gold, rhodium pink, emerald green",,Jewellery,Borla,Women,Sri Shringarr Fashion Studio,,1,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Kundan l set in copper alloy,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,cm,inch,3.5,4,1.5,,1,,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,30
"Vilandi kundan, pearl and gold finish borla",BO74ON,1000,BO74ON - 1000 (6).jpg,"BO74ON - 1000 (2).jpg, BO74ON - 1000 (8).jpg, BO74ON - 1000 (4).jpg",1,,,,Traditional and elegant gold finish borla with pearl and crescent moon drop with vilandi kundan. Look feminine with these pearl and gold strings.,,,,"Gold, white vilandi and pearl",,Jewellery,Borla,Women,Sri Shringarr Fashion Studio,,4,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Kundan and pearl set in copper alloy,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,cm,inch,3.5,4,1.5,,1,,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,30
Vilandi kundan and gold finish borla,BO75ON,1000,BO75ON - 1000 (6).jpg,"BO75ON - 1000 (2).jpg, BO75ON - 1000 (8).jpg, BO75ON - 1000 (4).jpg",1,,,,Simple and elegant gold finish round borla with crescent moon shaped drop. Look traditional with these gold beaded strings.,,,,"Gold, white vilandi and emerald green",,Jewellery,Borla,Women,Sri Shringarr Fashion Studio,,5,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Kundan set in copper alloy,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,cm,inch,3.5,4,1.5,,1,,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,30
"Kundan, pearl and gold finish borla",BO77ON,900,BO77ON - 900 (6).jpg,"BO77ON - 900 (2).jpg, BO77ON - 900 (8).jpg, BO77ON - 900 (4).jpg",1,,,,"Look gorgeous in these kundan, pearl and gold finish borla. Exquisite minakari on round borla and crescent moon drop. Look traditional with these pearl and stone strings",,,,"Gold, white pearl, rhodium pink",,Jewellery,Borla,Women,Sri Shringarr Fashion Studio,,1,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Kundan and pearl set in copper alloy,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,cm,inch,3.5,4,1.5,,1,,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,30
"Kundan, pearl and gold finish borla",BO78ON,900,BO78ON - 900 (6).jpg,"BO78ON - 900 (2).jpg, BO78ON - 900 (8).jpg, BO78ON - 900 (4).jpg",1,,,,Gorgeous kundan and gold finished round borla with a crescent moon drop. Look tradional with these pearl and gold strings,,,,"Gold, white pearl, rhodium pink",,Jewellery,Borla,Women,Sri Shringarr Fashion Studio,,1,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Kundan and pearl set in copper alloy,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,cm,inch,3.5,4,1.5,,1,,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,30
Gold finish borla with stones,BO495ON,2100,BO495ON - 2100 (8).jpg,"BO495ON - 2100 (2).jpg, BO495ON - 2100 (6).jpg, BO495ON - 2100 (4).jpg",1,,,,Gorgeous gold finish borla with crescent moon shaped drop encrusted with stones and kundan drop. Look ethnic with pearl and gold beaded strings.,,,,Gold,,Jewellery,Borla,Women,Sri Shringarr Fashion Studio,,13,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Kundan and pearl set in copper alloy,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,cm,inch,3.5,4,1.5,,1,,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,30
Gold finish borla with stones,BO497ON,2100,BO497ON - 2100 (4).jpg,"BO497ON - 2100 (2).jpg, BO497ON - 2100 (5).jpg, BO497ON - 2100 (8).jpg",1,,,,Gorgeous gold finish borla with crescent moon shaped drop encrusted with stones and pearl drop. Look ethnic with pearl strings.,,,,Gold,,Jewellery,Borla,Women,Sri Shringarr Fashion Studio,,9,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Kundan and pearl set in copper alloy,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,cm,inch,3.5,4,1.5,,1,,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,30
Sri Shringarr Fashion kundan borla for women BO120AON,BO120AON,1500,BO120AON-1500.jpg,"BO120AON-1500 (9).jpg, BO120AON (3).jpg, BO120AON-1500 (4).jpg",1,,,,"•Kundan borla with gold, pink & moti combinatin.
 •This design is inspired from rajasthani culture.
 •This will match well with lehengas and heavy ethnic outfits.
 •Just combine this borla with nice jhumkas.
 •Comes with attached pearl damini.",,,,"Gold, White, Pink",,Jewellery,Borla,Women,Sri Shringarr Fashion Studio,,1,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,"Semi Precious Kundan/Polki, Pearl","Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,cm,inch,3.5,4,1.5,,1,1 Borla,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,30
Sri Shringarr Fashion kundan borla for women BO120BON,BO120BON,1500,BO120BON-1500.jpg,"BO120BON-1500 (9).jpg, BO120BON (3).jpg, BO120BON-1500 (4).jpg",1,,,,"•Kundan borla with gold, pink, green & moti combinatin.
 •This design is inspired from rajasthani culture.
 •This will match well with lehengas and heavy ethnic outfits.
 •Just combine this borla with nice jhumkas.
 •Comes with attached pearl damini.",,,,"Gold, White, Pink, Green",,Jewellery,Borla,Women,Sri Shringarr Fashion Studio,,1,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,"Semi Precious Kundan/Polki, Pearl","Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,cm,inch,3.5,4,1.5,,1,1 Borla,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,30
Sri Shringarr Fashion kundan borla for women BO121ON,BO121ON,1500,BO121ON-1500.jpg,"BO121ON (3).jpg, BO121ON-1500 (4).jpg, BO121ON (2).jpg",1,,,,"•Kundan borla with gold, white & moti combinatin.
 •This design is inspired from rajasthani culture.
 •This will match well with lehengas and heavy ethnic outfits.
 •Just combine this borla with nice jhumkas.
 •Comes with attached pearl damini.",,,,"Gold, White",,Jewellery,Borla,Women,Sri Shringarr Fashion Studio,,1,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,"Semi Precious Kundan/Polki, Pearl","Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,cm,inch,3.5,4,1.5,,1,1 Borla,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,30
Sri Shringarr Fashion Kundan and antique chand borla for women BO122ON,BO122ON,600,BO122ON-600.jpg,"BO122ON (3).jpg, BO122ON (1).jpg, BO122ON (2).jpg",1,,,,"•Antique Kundan borla with gold, ruby & moti combination.
 •This design is inspired from rajasthani culture.
 •This will match well with lehengas and heavy ethnic outfits.
 •Just combine this borla with nice jhumkas.
 •Comes with attached pearl damini",,,,"Gold, White, Red",,Jewellery,Borla,Women,Sri Shringarr Fashion Studio,,1,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,"Semi Precious Kundan/Polki, Pearl, Zircon","Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,cm,inch,3.5,4,1.5,,1,1 Borla,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,30
Sri Shringarr Fashion Kundan and antique chand borla for women BO123ON,BO123ON,600,BO123ON (5).jpg,"BO123ON (3).jpg, BO123ON (2).jpg, BO123ON (1).jpg",1,,,,"•Antique Kundan borla with gold, ruby & moti combination.
 •This design is inspired from rajasthani culture.
 •This will match well with lehengas and heavy ethnic outfits.
 •Just combine this borla with nice jhumkas.
 •Comes with attached pearl damini",,,,"Gold, White, Red",,Jewellery,Borla,Women,Sri Shringarr Fashion Studio,,1,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,"Semi Precious Kundan/Polki, Pearl, Zircon","Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,cm,inch,3.5,4,1.5,,1,1 Borla,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,30
Sri Shringarr Fashion Kundan and antique chand borla for women BO124ON,BO124ON,600,BO124ON (1).jpg,"BO124ON-600 (9).jpg, BO124ON-600 (5).jpg, BO124ON (2).jpg",1,,,,"•Antique Kundan borla with gold, ruby & moti combination.
 •This design is inspired from rajasthani culture.
 •This will match well with lehengas and heavy ethnic outfits.
 •Just combine this borla with nice jhumkas.
 •Comes with attached pearl damini",,,,"Gold, White, Red, Green",,Jewellery,Borla,Women,Sri Shringarr Fashion Studio,,1,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,"Semi Precious Kundan/Polki, Pearl, Zircon","Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,cm,inch,3.5,4,1.5,,1,1 Borla,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,30
Sri Shringarr Fashion Kundan and vilandi chand borla for women BO125AON,BO125AON,800,BO125AON-800 (11).jpg,"BO125AON(1).jpg, BO125AON-800 (7).jpg, BO125AON(3).jpg",1,,,,"•Kundan and vilandi chand borla with white gold combination. 
 •Special design for brides who love to wear heavy chand tikka with borla.
 •This design is inspired from rajasthani culture.
 •This will match well with lehengas and heavy ethnic outfits.
 •Just combine this borla with nice jhumkas.",,,,"Gold, White",,Jewellery,Borla,Women,Sri Shringarr Fashion Studio,,1,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,"Semi Precious Kundan/Polki, Pearl","Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,cm,inch,3.5,4,1.5,,1,1 Borla,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,30
